user_id,email,name,signup_date,region,subscription_tier
u_00058,user_58@gmail.com,User_58,2023-08-05,LATAM,premium
u_00059,user_59@outlook.com,User_59,2023-05-19,US,free
u_00060,user_60@verity.ai,User_60,2023-05-09,EU,premium
u_00061,user_61@yahoo.com,User_61,2023-07-23,US,basic
u_00062,user_62@outlook.com,User_62,2023-01-08,EU,basic
u_00063,user_63@gmail.com,User_63,2023-05-14,APAC,enterprise
u_00064,user_64@yahoo.com,User_64,2023-06-15,EU,enterprise
u_00065,user_65@gmail.com,User_65,2023-08-13,APAC,enterprise
u_00066,user_66@outlook.com,User_66,2023-04-21,US,basic
u_00067,user_67@verity.ai,User_67,2023-11-11,APAC,enterprise
u_00068,user_68@yahoo.com,User_68,2023-07-18,APAC,basic
u_00069,user_69@gmail.com,User_69,2023-12-21,LATAM,premium
u_00070,user_70@outlook.com,User_70,2023-02-20,EU,basic
u_00071,user_71@outlook.com,User_71,2023-12-30,US,premium
u_00072,user_72@outlook.com,User_72,2023-06-29,LATAM,enterprise
u_00073,user_73@verity.ai,User_73,2023-12-25,LATAM,free
u_00074,user_74@verity.ai,User_74,2023-12-14,APAC,enterprise
u_00075,user_75@outlook.com,User_75,2023-07-28,EU,basic
u_00076,user_76@verity.ai,User_76,2023-12-24,EU,basic
u_00077,user_77@verity.ai,User_77,2023-05-09,LATAM,enterprise
u_00078,user_78@yahoo.com,User_78,2023-02-14,APAC,premium
u_00079,user_79@yahoo.com,User_79,2023-09-29,APAC,free
u_00080,user_80@outlook.com,User_80,2023-02-12,APAC,enterprise
u_00081,user_81@outlook.com,User_81,2023-03-10,EU,free
u_00082,user_82@gmail.com,User_82,2023-08-31,EU,free
u_00083,user_83@gmail.com,User_83,2023-03-23,US,premium
u_00084,user_84@outlook.com,User_84,2023-09-02,LATAM,basic
u_00085,user_85@gmail.com,User_85,2023-04-07,LATAM,enterprise
u_00086,user_86@gmail.com,User_86,2023-01-07,APAC,free
u_00087,user_87@outlook.com,User_87,2023-02-26,EU,premium
u_00088,user_88@outlook.com,User_88,2023-05-14,US,premium
u_00089,user_89@outlook.com,User_89,2023-09-11,APAC,premium
u_00090,user_90@yahoo.com,User_90,2023-11-27,US,free
u_00091,user_91@outlook.com,User_91,2023-09-22,LATAM,premium
u_00092,user_92@verity.ai,User_92,2023-04-21,US,premium
u_00093,user_93@yahoo.com,User_93,2023-05-18,US,basic
u_00094,user_94@yahoo.com,User_94,2023-06-25,US,free
u_00095,user_95@yahoo.com,User_95,2023-08-22,LATAM,premium
u_00096,user_96@outlook.com,User_96,2023-10-20,LATAM,basic
u_00097,user_97@yahoo.com,User_97,2023-08-14,EU,premium
u_00098,user_98@gmail.com,User_98,2023-07-01,APAC,basic
u_00099,user_99@outlook.com,User_99,2023-07-06,US,enterprise
u_00100,user_100@verity.ai,User_100,2023-05-31,APAC,enterprise
u_00101,user_101@gmail.com,User_101,2023-11-06,US,free
u_00102,user_102@verity.ai,User_102,2023-11-24,LATAM,premium
u_00103,user_103@verity.ai,User_103,2023-02-03,US,premium
u_00104,user_104@gmail.com,User_104,2023-02-18,LATAM,premium
u_00105,user_105@gmail.com,User_105,2023-07-26,EU,free
u_00106,user_106@yahoo.com,User_106,2023-09-04,EU,enterprise
u_00107,user_107@verity.ai,User_107,2023-05-10,EU,basic
u_00108,user_108@gmail.com,User_108,2023-07-22,LATAM,basic
u_00109,user_109@gmail.com,User_109,2023-10-22,EU,basic
u_00110,user_110@yahoo.com,User_110,2023-04-20,EU,enterprise
u_00111,user_111@yahoo.com,User_111,2023-12-04,APAC,enterprise
u_00112,user_112@verity.ai,User_112,2023-06-19,EU,premium
u_00113,user_113@gmail.com,User_113,2023-03-17,US,free
u_00114,user_114@yahoo.com,User_114,2023-07-01,LATAM,free
u_00115,user_115@outlook.com,User_115,2023-05-13,APAC,enterprise
u_00116,user_116@outlook.com,User_116,2023-10-14,LATAM,free
u_00117,user_117@gmail.com,User_117,2023-07-10,LATAM,basic
u_00118,user_118@outlook.com,User_118,2023-01-21,LATAM,enterprise
u_00119,user_119@outlook.com,User_119,2023-09-12,LATAM,free
u_00120,user_120@verity.ai,User_120,2023-07-28,APAC,basic
u_00121,user_121@yahoo.com,User_121,2023-08-01,LATAM,free
u_00122,user_122@verity.ai,User_122,2023-12-05,LATAM,free
u_00123,user_123@yahoo.com,User_123,2023-09-17,APAC,enterprise
u_00124,user_124@yahoo.com,User_124,2023-10-29,APAC,premium
u_00125,user_125@yahoo.com,User_125,2023-05-23,US,free
u_00126,user_126@yahoo.com,User_126,2023-04-19,EU,premium
u_00127,user_127@yahoo.com,User_127,2023-05-31,APAC,enterprise
u_00128,user_128@gmail.com,User_128,2023-10-07,US,premium
u_00129,user_129@gmail.com,User_129,2023-11-15,LATAM,basic
u_00130,user_130@gmail.com,User_130,2023-06-04,EU,basic
u_00131,user_131@verity.ai,User_131,2023-08-25,APAC,basic
u_00132,user_132@yahoo.com,User_132,2023-06-23,US,basic
u_00133,user_133@verity.ai,User_133,2023-07-30,EU,premium
u_00134,user_134@yahoo.com,User_134,2023-07-21,US,free
u_00135,user_135@outlook.com,User_135,2023-01-19,LATAM,free
u_00136,user_136@verity.ai,User_136,2023-04-04,US,free
u_00137,user_137@yahoo.com,User_137,2023-03-01,LATAM,basic
u_00138,user_138@yahoo.com,User_138,2023-04-26,US,enterprise
u_00139,user_139@verity.ai,User_139,2023-09-03,APAC,free
u_00140,user_140@yahoo.com,User_140,2023-10-25,LATAM,premium
u_00141,user_141@verity.ai,User_141,2023-10-11,EU,basic
u_00142,user_142@outlook.com,User_142,2023-09-21,EU,basic
u_00143,user_143@gmail.com,User_143,2023-02-26,US,free
u_00144,user_144@gmail.com,User_144,2023-04-13,US,free
u_00145,user_145@yahoo.com,User_145,2023-07-26,EU,basic
u_00146,user_146@verity.ai,User_146,2023-01-10,LATAM,free
u_00147,user_147@outlook.com,User_147,2023-10-25,EU,enterprise
u_00148,user_148@outlook.com,User_148,2023-04-02,LATAM,free
u_00149,user_149@verity.ai,User_149,2023-12-09,APAC,premium
u_00150,user_150@verity.ai,User_150,2023-08-01,LATAM,basic
u_00151,user_151@gmail.com,User_151,2023-08-06,EU,free
u_00152,user_152@outlook.com,User_152,2023-06-09,US,basic
u_00153,user_153@gmail.com,User_153,2023-05-12,US,basic
u_00154,user_154@verity.ai,User_154,2023-03-20,US,basic
u_00155,user_155@outlook.com,User_155,2023-06-14,US,premium
u_00156,user_156@yahoo.com,User_156,2023-10-12,EU,free
u_00157,user_157@yahoo.com,User_157,2023-04-17,APAC,free
u_00158,user_158@gmail.com,User_158,2023-06-28,EU,enterprise
u_00159,user_159@verity.ai,User_159,2023-09-04,EU,enterprise
u_00160,user_160@gmail.com,User_160,2023-08-30,LATAM,enterprise
u_00161,user_161@yahoo.com,User_161,2023-06-15,LATAM,basic
u_00162,user_162@verity.ai,User_162,2023-08-02,LATAM,premium
u_00163,user_163@gmail.com,User_163,2023-09-08,US,free
u_00164,user_164@outlook.com,User_164,2023-10-17,LATAM,enterprise
u_00165,user_165@verity.ai,User_165,2023-10-26,EU,free
u_00166,user_166@gmail.com,User_166,2023-04-25,EU,premium
u_00167,user_167@yahoo.com,User_167,2023-06-05,EU,enterprise
u_00168,user_168@verity.ai,User_168,2023-12-25,US,premium
u_00169,user_169@gmail.com,User_169,2023-08-14,EU,premium
u_00170,user_170@gmail.com,User_170,2023-04-18,EU,premium
u_00171,user_171@verity.ai,User_171,2023-08-09,US,premium
u_00172,user_172@verity.ai,User_172,2023-03-25,US,enterprise
u_00173,user_173@gmail.com,User_173,2023-10-23,LATAM,enterprise
u_00174,user_174@verity.ai,User_174,2023-09-01,LATAM,enterprise
u_00175,user_175@gmail.com,User_175,2023-10-14,EU,enterprise
u_00176,user_176@outlook.com,User_176,2023-09-27,US,basic
u_00177,user_177@yahoo.com,User_177,2023-03-31,APAC,free
u_00178,user_178@outlook.com,User_178,2023-02-28,EU,free
u_00179,user_179@yahoo.com,User_179,2023-04-10,APAC,free
u_00180,user_180@verity.ai,User_180,2023-07-14,LATAM,enterprise
u_00181,user_181@yahoo.com,User_181,2023-06-30,LATAM,premium
u_00182,user_182@verity.ai,User_182,2023-03-19,APAC,basic
u_00183,user_183@outlook.com,User_183,2023-03-23,US,enterprise
u_00184,user_184@verity.ai,User_184,2023-05-18,LATAM,premium
u_00185,user_185@outlook.com,User_185,2023-09-21,APAC,basic
u_00186,user_186@outlook.com,User_186,2023-01-06,APAC,basic
u_00187,user_187@outlook.com,User_187,2023-10-15,APAC,premium
u_00188,user_188@yahoo.com,User_188,2023-02-18,APAC,basic
u_00189,user_189@outlook.com,User_189,2023-06-30,APAC,free
u_00190,user_190@yahoo.com,User_190,2023-08-28,APAC,enterprise
u_00191,user_191@outlook.com,User_191,2023-01-22,US,basic
u_00192,user_192@outlook.com,User_192,2023-07-16,US,enterprise
u_00193,user_193@yahoo.com,User_193,2023-05-20,EU,basic
u_00194,user_194@yahoo.com,User_194,2023-12-25,US,free
u_00195,user_195@verity.ai,User_195,2023-05-03,LATAM,free
u_00196,user_196@outlook.com,User_196,2023-04-04,US,free
u_00197,user_197@yahoo.com,User_197,2023-11-30,APAC,free
u_00198,user_198@outlook.com,User_198,2023-05-03,LATAM,enterprise
u_00199,user_199@outlook.com,User_199,2023-09-15,US,basic
u_00200,user_200@gmail.com,User_200,2023-01-26,US,free
u_00201,user_201@outlook.com,User_201,2023-10-29,EU,enterprise
u_00202,user_202@outlook.com,User_202,2023-11-16,LATAM,free
u_00203,user_203@yahoo.com,User_203,2023-06-03,LATAM,enterprise
u_00204,user_204@gmail.com,User_204,2023-07-05,APAC,free
u_00205,user_205@outlook.com,User_205,2023-08-17,US,enterprise
u_00206,user_206@verity.ai,User_206,2023-01-12,LATAM,premium
u_00207,user_207@yahoo.com,User_207,2023-11-25,US,enterprise
u_00208,user_208@outlook.com,User_208,2023-01-02,EU,free
u_00209,user_209@yahoo.com,User_209,2023-04-18,LATAM,free
u_00210,user_210@yahoo.com,User_210,2023-12-25,APAC,free
u_00211,user_211@verity.ai,User_211,2023-10-10,EU,enterprise
u_00212,user_212@outlook.com,User_212,2023-07-02,US,enterprise
u_00213,user_213@yahoo.com,User_213,2023-09-24,LATAM,enterprise
u_00214,user_214@gmail.com,User_214,2023-07-14,LATAM,basic
u_00215,user_215@gmail.com,User_215,2023-08-17,APAC,premium
u_00216,user_216@gmail.com,User_216,2023-07-30,LATAM,free
u_00217,user_217@outlook.com,User_217,2023-04-06,US,enterprise
u_00218,user_218@outlook.com,User_218,2023-07-14,APAC,basic
u_00219,user_219@verity.ai,User_219,2023-06-25,APAC,premium
u_00220,user_220@gmail.com,User_220,2023-10-24,APAC,basic
u_00221,user_221@outlook.com,User_221,2023-02-07,EU,basic
u_00222,user_222@outlook.com,User_222,2023-07-26,EU,free
u_00223,user_223@verity.ai,User_223,2023-07-11,APAC,free
u_00224,user_224@yahoo.com,User_224,2023-03-05,APAC,enterprise
u_00225,user_225@outlook.com,User_225,2023-04-10,APAC,enterprise
u_00226,user_226@verity.ai,User_226,2023-05-27,APAC,enterprise
u_00227,user_227@verity.ai,User_227,2023-12-23,EU,enterprise
u_00228,user_228@yahoo.com,User_228,2023-07-19,EU,enterprise
u_00229,user_229@yahoo.com,User_229,2023-03-11,US,enterprise
u_00230,user_230@verity.ai,User_230,2023-11-21,APAC,basic
u_00231,user_231@gmail.com,User_231,2023-12-12,EU,free
u_00232,user_232@verity.ai,User_232,2023-04-29,APAC,basic
u_00233,user_233@gmail.com,User_233,2023-06-14,EU,free
u_00234,user_234@verity.ai,User_234,2023-07-27,LATAM,free
u_00235,user_235@yahoo.com,User_235,2023-04-14,EU,basic
u_00236,user_236@yahoo.com,User_236,2023-04-22,APAC,premium
u_00237,user_237@gmail.com,User_237,2023-06-09,LATAM,premium
u_00238,user_238@verity.ai,User_238,2023-12-17,EU,basic
u_00239,user_239@outlook.com,User_239,2023-12-07,APAC,enterprise
u_00240,user_240@gmail.com,User_240,2023-08-08,LATAM,free
u_00241,user_241@verity.ai,User_241,2023-08-08,US,enterprise
u_00242,user_242@yahoo.com,User_242,2023-03-25,EU,enterprise
u_00243,user_243@yahoo.com,User_243,2023-02-09,APAC,basic
u_00244,user_244@yahoo.com,User_244,2023-11-26,APAC,enterprise
u_00245,user_245@yahoo.com,User_245,2023-10-24,APAC,basic
u_00246,user_246@outlook.com,User_246,2023-01-06,US,free
u_00247,user_247@verity.ai,User_247,2023-02-08,EU,free
u_00248,user_248@yahoo.com,User_248,2023-09-30,APAC,enterprise
u_00249,user_249@verity.ai,User_249,2023-03-18,US,enterprise
u_00250,user_250@verity.ai,User_250,2023-05-28,EU,premium
u_00251,user_251@verity.ai,User_251,2023-10-21,APAC,basic
u_00252,user_252@gmail.com,User_252,2023-06-26,LATAM,enterprise
u_00253,user_253@outlook.com,User_253,2023-05-24,APAC,enterprise
u_00254,user_254@verity.ai,User_254,2023-09-16,EU,premium
u_00255,user_255@outlook.com,User_255,2023-05-08,EU,free
u_00256,user_256@outlook.com,User_256,2023-04-06,APAC,enterprise
u_00257,user_257@gmail.com,User_257,2023-08-06,LATAM,premium
u_00258,user_258@yahoo.com,User_258,2023-06-16,LATAM,enterprise
u_00259,user_259@verity.ai,User_259,2023-06-15,US,free
u_00260,user_260@gmail.com,User_260,2023-05-06,APAC,enterprise
u_00261,user_261@yahoo.com,User_261,2023-05-27,LATAM,basic
u_00262,user_262@outlook.com,User_262,2023-05-05,LATAM,enterprise
u_00263,user_263@gmail.com,User_263,2023-09-28,APAC,basic
u_00264,user_264@verity.ai,User_264,2023-08-29,APAC,free
u_00265,user_265@gmail.com,User_265,2023-12-26,US,premium
u_00266,user_266@gmail.com,User_266,2023-11-06,EU,enterprise
u_00267,user_267@verity.ai,User_267,2023-08-27,APAC,basic
u_00268,user_268@verity.ai,User_268,2023-02-19,APAC,basic
u_00269,user_269@yahoo.com,User_269,2023-03-11,EU,free
u_00270,user_270@verity.ai,User_270,2023-01-17,US,basic
u_00271,user_271@verity.ai,User_271,2023-06-17,APAC,basic
u_00272,user_272@verity.ai,User_272,2023-04-01,LATAM,basic
u_00273,user_273@yahoo.com,User_273,2023-10-28,LATAM,premium
u_00274,user_274@outlook.com,User_274,2023-10-25,EU,enterprise
u_00275,user_275@gmail.com,User_275,2023-02-08,EU,premium
u_00276,user_276@yahoo.com,User_276,2023-07-12,APAC,enterprise
u_00277,user_277@yahoo.com,User_277,2023-06-23,EU,basic
u_00278,user_278@outlook.com,User_278,2023-12-01,US,premium
u_00279,user_279@yahoo.com,User_279,2023-11-11,EU,enterprise
u_00280,user_280@yahoo.com,User_280,2023-12-12,APAC,basic
u_00281,user_281@outlook.com,User_281,2023-05-20,US,basic
u_00282,user_282@gmail.com,User_282,2023-10-12,US,basic
u_00283,user_283@verity.ai,User_283,2023-04-11,EU,premium
u_00284,user_284@gmail.com,User_284,2023-04-16,US,free
u_00285,user_285@yahoo.com,User_285,2023-06-26,APAC,premium
u_00286,user_286@gmail.com,User_286,2023-01-04,US,enterprise
u_00287,user_287@gmail.com,User_287,2023-02-27,APAC,enterprise
u_00288,user_288@gmail.com,User_288,2023-11-05,US,basic
u_00289,user_289@verity.ai,User_289,2023-03-27,EU,basic
u_00290,user_290@outlook.com,User_290,2023-10-21,LATAM,enterprise
u_00291,user_291@gmail.com,User_291,2023-03-02,LATAM,enterprise
u_00292,user_292@verity.ai,User_292,2023-09-05,LATAM,basic
u_00293,user_293@verity.ai,User_293,2023-05-01,EU,enterprise
u_00294,user_294@outlook.com,User_294,2023-10-06,EU,premium
u_00295,user_295@verity.ai,User_295,2023-01-08,US,premium
u_00296,user_296@yahoo.com,User_296,2023-03-02,US,basic
u_00297,user_297@verity.ai,User_297,2023-01-22,APAC,enterprise
u_00298,user_298@yahoo.com,User_298,2023-01-02,US,free
u_00299,user_299@outlook.com,User_299,2023-03-05,EU,free
u_00300,user_300@yahoo.com,User_300,2023-08-30,US,free
u_00301,user_301@verity.ai,User_301,2023-12-21,APAC,free
u_00302,user_302@gmail.com,User_302,2023-06-10,EU,basic
u_00303,user_303@verity.ai,User_303,2023-08-13,US,premium
u_00304,user_304@verity.ai,User_304,2023-12-13,APAC,enterprise
u_00305,user_305@gmail.com,User_305,2023-02-11,APAC,enterprise
u_00306,user_306@verity.ai,User_306,2023-10-20,US,basic
u_00307,user_307@verity.ai,User_307,2023-03-10,APAC,premium
u_00308,user_308@gmail.com,User_308,2023-04-29,EU,premium
u_00309,user_309@verity.ai,User_309,2023-05-26,US,premium
u_00310,user_310@yahoo.com,User_310,2023-08-16,APAC,premium
u_00311,user_311@gmail.com,User_311,2023-02-15,LATAM,basic
u_00312,user_312@verity.ai,User_312,2023-06-08,US,free
u_00313,user_313@gmail.com,User_313,2023-08-21,APAC,premium
u_00314,user_314@outlook.com,User_314,2023-04-18,LATAM,enterprise
u_00315,user_315@outlook.com,User_315,2023-08-31,EU,premium
u_00316,user_316@yahoo.com,User_316,2023-10-08,LATAM,basic
u_00317,user_317@verity.ai,User_317,2023-11-03,LATAM,free
u_00318,user_318@gmail.com,User_318,2023-11-24,APAC,free
u_00319,user_319@gmail.com,User_319,2023-01-20,LATAM,free
u_00320,user_320@yahoo.com,User_320,2023-07-29,EU,basic
u_00321,user_321@verity.ai,User_321,2023-12-11,EU,premium
u_00322,user_322@yahoo.com,User_322,2023-07-12,EU,basic
u_00323,user_323@outlook.com,User_323,2023-12-10,LATAM,basic
u_00324,user_324@yahoo.com,User_324,2023-05-15,US,free
u_00325,user_325@verity.ai,User_325,2023-01-25,APAC,enterprise
u_00326,user_326@verity.ai,User_326,2023-05-11,LATAM,basic
u_00327,user_327@outlook.com,User_327,2023-02-19,US,basic
u_00328,user_328@yahoo.com,User_328,2023-09-17,EU,enterprise
u_00329,user_329@yahoo.com,User_329,2023-12-02,EU,basic
u_00330,user_330@verity.ai,User_330,2023-07-30,APAC,basic
u_00331,user_331@verity.ai,User_331,2023-02-21,LATAM,enterprise
u_00332,user_332@yahoo.com,User_332,2023-02-17,LATAM,basic
u_00333,user_333@yahoo.com,User_333,2023-08-23,APAC,basic
u_00334,user_334@verity.ai,User_334,2023-12-16,APAC,enterprise
u_00335,user_335@verity.ai,User_335,2023-09-09,US,free
u_00336,user_336@yahoo.com,User_336,2023-05-24,APAC,basic
u_00337,user_337@outlook.com,User_337,2023-09-19,LATAM,free
u_00338,user_338@verity.ai,User_338,2023-02-23,LATAM,free
u_00339,user_339@gmail.com,User_339,2023-03-08,APAC,basic
u_00340,user_340@verity.ai,User_340,2023-06-26,APAC,enterprise
u_00341,user_341@outlook.com,User_341,2023-10-28,EU,basic
u_00342,user_342@outlook.com,User_342,2023-06-11,LATAM,basic
u_00343,user_343@gmail.com,User_343,2023-07-30,US,enterprise
u_00344,user_344@verity.ai,User_344,2023-03-14,APAC,enterprise
u_00345,user_345@outlook.com,User_345,2023-12-24,US,free
u_00346,user_346@outlook.com,User_346,2023-06-27,LATAM,basic
u_00347,user_347@outlook.com,User_347,2023-12-04,LATAM,enterprise
u_00348,user_348@yahoo.com,User_348,2023-11-11,US,basic
u_00349,user_349@gmail.com,User_349,2023-01-16,EU,basic
u_00350,user_350@yahoo.com,User_350,2023-10-29,LATAM,free
u_00351,user_351@outlook.com,User_351,2023-02-18,LATAM,basic
u_00352,user_352@verity.ai,User_352,2023-01-11,EU,free
u_00353,user_353@outlook.com,User_353,2023-06-29,APAC,free
u_00354,user_354@gmail.com,User_354,2023-07-05,US,enterprise
u_00355,user_355@gmail.com,User_355,2023-10-02,EU,premium
u_00356,user_356@outlook.com,User_356,2023-08-01,LATAM,free
u_00357,user_357@gmail.com,User_357,2023-12-31,APAC,premium
u_00358,user_358@gmail.com,User_358,2023-02-04,US,free
u_00359,user_359@yahoo.com,User_359,2023-06-30,LATAM,premium
u_00360,user_360@gmail.com,User_360,2023-11-04,LATAM,basic
u_00361,user_361@verity.ai,User_361,2023-08-30,LATAM,free
u_00362,user_362@yahoo.com,User_362,2023-04-25,LATAM,enterprise
u_00363,user_363@gmail.com,User_363,2023-03-31,EU,free
u_00364,user_364@gmail.com,User_364,2023-05-04,US,enterprise
u_00365,user_365@yahoo.com,User_365,2023-09-03,EU,basic
u_00366,user_366@outlook.com,User_366,2023-12-15,EU,free
u_00367,user_367@yahoo.com,User_367,2023-09-05,APAC,enterprise
u_00368,user_368@yahoo.com,User_368,2023-12-10,US,enterprise
u_00369,user_369@yahoo.com,User_369,2023-08-25,APAC,free
u_00370,user_370@verity.ai,User_370,2023-03-09,EU,premium
u_00371,user_371@outlook.com,User_371,2023-05-08,US,basic
u_00372,user_372@verity.ai,User_372,2023-04-13,APAC,free
u_00373,user_373@outlook.com,User_373,2023-06-04,EU,premium
u_00374,user_374@gmail.com,User_374,2023-02-15,LATAM,premium
u_00375,user_375@gmail.com,User_375,2023-12-16,EU,basic
u_00376,user_376@gmail.com,User_376,2023-12-23,US,basic
u_00377,user_377@verity.ai,User_377,2023-12-05,US,premium
u_00378,user_378@outlook.com,User_378,2023-04-29,EU,premium
u_00379,user_379@outlook.com,User_379,2023-07-04,EU,premium
u_00380,user_380@yahoo.com,User_380,2023-09-07,EU,premium
u_00381,user_381@verity.ai,User_381,2023-02-12,LATAM,free
u_00382,user_382@yahoo.com,User_382,2023-11-19,APAC,enterprise
u_00383,user_383@verity.ai,User_383,2023-02-05,EU,premium
u_00384,user_384@gmail.com,User_384,2023-11-09,LATAM,enterprise
u_00385,user_385@gmail.com,User_385,2023-10-13,US,premium
u_00386,user_386@gmail.com,User_386,2023-05-22,US,free
u_00387,user_387@yahoo.com,User_387,2023-01-04,EU,premium
u_00388,user_388@gmail.com,User_388,2023-09-18,APAC,enterprise
u_00389,user_389@verity.ai,User_389,2023-04-10,EU,enterprise
u_00390,user_390@outlook.com,User_390,2023-10-04,APAC,basic
u_00391,user_391@outlook.com,User_391,2023-02-05,APAC,free
u_00392,user_392@yahoo.com,User_392,2023-10-06,APAC,enterprise
u_00393,user_393@yahoo.com,User_393,2023-08-10,APAC,basic
u_00394,user_394@yahoo.com,User_394,2023-10-04,LATAM,basic
u_00395,user_395@verity.ai,User_395,2023-04-08,EU,free
u_00396,user_396@gmail.com,User_396,2023-06-15,LATAM,free
u_00397,user_397@yahoo.com,User_397,2023-04-29,US,enterprise
u_00398,user_398@gmail.com,User_398,2023-03-02,LATAM,enterprise
u_00399,user_399@gmail.com,User_399,2023-11-03,APAC,enterprise
u_00400,user_400@yahoo.com,User_400,2023-07-29,EU,premium
u_00401,user_401@gmail.com,User_401,2023-03-28,APAC,enterprise
u_00402,user_402@outlook.com,User_402,2023-11-21,EU,basic
u_00403,user_403@outlook.com,User_403,2023-06-08,APAC,enterprise
u_00404,user_404@outlook.com,User_404,2023-05-08,LATAM,free
u_00405,user_405@outlook.com,User_405,2023-06-29,LATAM,premium
u_00406,user_406@gmail.com,User_406,2023-05-11,LATAM,free
u_00407,user_407@gmail.com,User_407,2023-02-08,APAC,enterprise
u_00408,user_408@verity.ai,User_408,2023-09-11,LATAM,basic
u_00409,user_409@yahoo.com,User_409,2023-03-25,LATAM,enterprise
u_00410,user_410@gmail.com,User_410,2023-03-23,EU,free
u_00411,user_411@gmail.com,User_411,2023-02-19,APAC,enterprise
u_00412,user_412@gmail.com,User_412,2023-02-18,LATAM,premium
u_00413,user_413@gmail.com,User_413,2023-07-16,US,free
u_00414,user_414@verity.ai,User_414,2023-05-23,LATAM,premium
u_00415,user_415@outlook.com,User_415,2023-12-31,LATAM,premium
u_00416,user_416@yahoo.com,User_416,2023-04-23,EU,premium
u_00417,user_417@verity.ai,User_417,2023-01-28,US,premium
u_00418,user_418@verity.ai,User_418,2023-09-19,LATAM,free
u_00419,user_419@gmail.com,User_419,2023-01-02,US,enterprise
